city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Kolkata,2022-08-21,128,1.99,33,45,54,32,66,60,14
Kolkata,2022-08-22,25,0.48,12,42,10,7,22,17,6
Kolkata,2022-08-23,96,0.77,22,54,30,14,35,25,18
Kolkata,2022-08-24,39,0.37,13,21,24,17,17,42,27
Kolkata,2022-08-25,125,6.01,1,44,10,23,55,33,29
Kolkata,2022-08-26,49,1.92,49,60,10,11,6,17,30
Kolkata,2022-08-27,97,1.03,14,5,10,14,70,83,11
Kolkata,2022-08-28,72,0.33,29,68,17,19,9,54,11
Kolkata,2022-08-29,18,0.68,29,21,29,7,31,50,21
Kolkata,2022-08-30,90,0.69,11,54,80,8,22,30,13
Kolkata,2022-08-31,46,0.1,39,13,28,20,29,50,4
Kolkata,2022-09-01,70,6.19,46,49,31,15,32,109,8
Kolkata,2022-09-02,99,0.89,24,61,82,16,17,90,12
Kolkata,2022-09-03,27,0.1,5,31,10,10,56,106,25
Kolkata,2022-09-04,76,0.41,11,67,44,4,29,90,1
Kolkata,2022-09-05,68,2.13,57,31,14,27,41,52,4
Kolkata,2022-09-06,85,0.55,36,9,46,12,5,39,8
Kolkata,2022-09-07,70,2.98,14,7,91,67,20,46,50
Kolkata,2022-09-08,34,0.99,13,41,45,30,41,119,15
Kolkata,2022-09-09,26,1.79,16,55,32,18,34,25,8
Kolkata,2022-09-10,80,1.15,39,9,39,34,26,63,31
Kolkata,2022-09-11,79,1.8,57,22,79,18,34,64,15
Kolkata,2022-09-12,85,0.51,71,43,79,8,6,11,4
Kolkata,2022-09-13,125,1.07,5,27,139,24,18,23,9
Kolkata,2022-09-14,85,0.42,18,49,115,8,85,52,9
Kolkata,2022-09-15,43,1.03,33,18,60,15,19,46,17
Kolkata,2022-09-16,69,2.1,13,16,64,5,15,10,11
Kolkata,2022-09-17,38,3.97,20,28,37,9,46,35,6
Kolkata,2022-09-18,21,0.67,42,19,60,11,88,143,15
Kolkata,2022-09-19,85,1.12,26,23,67,14,10,37,4
Kolkata,2022-09-20,33,3.08,12,87,52,12,21,48,7
Kolkata,2022-09-21,91,0.36,25,40,30,55,10,66,8
Kolkata,2022-09-22,78,0.31,27,95,47,12,16,194,18
Kolkata,2022-09-23,100,0.65,3,19,54,4,29,109,5
Kolkata,2022-09-24,48,1.33,46,19,19,39,26,20,26
Kolkata,2022-09-25,35,0.6,23,36,23,25,13,78,10
Kolkata,2022-09-26,38,1.09,23,39,10,36,25,32,14
Kolkata,2022-09-27,73,0.18,15,37,65,11,5,71,11
Kolkata,2022-09-28,39,0.46,29,13,58,5,17,10,7
Kolkata,2022-09-29,58,1.08,21,23,14,13,17,48,6
Kolkata,2022-09-30,50,0.17,28,24,10,38,44,72,2
Kolkata,2022-10-01,10,1.59,42,11,41,9,5,24,15
Kolkata,2022-10-02,64,2.58,64,45,49,16,11,20,11
Kolkata,2022-10-03,46,9.25,57,45,76,1,34,10,27
Kolkata,2022-10-04,90,0.23,35,-200,22,46,40,50,7
Kolkata,2022-10-05,67,11.71,49,23,21,20,25,26,23
Kolkata,2022-10-06,36,0.13,17,14,114,22,33,22,36
Kolkata,2022-10-07,21,0.1,17,26,10,15,15,110,3
Kolkata,2022-10-08,95,0.62,23,55,31,6,73,120,19
Kolkata,2022-10-09,89,4.64,27,44,146,4,26,29,12
Kolkata,2022-10-10,25,0.1,9,11,54,14,5,10,1
Kolkata,2022-10-11,63,1.76,19,27,19,10,22,43,14
Kolkata,2022-10-12,108,3.28,10,49,21,21,26,175,14
Kolkata,2022-10-13,101,5.6,1,55,19,13,19,16,33
Kolkata,2022-10-14,112,1.8,9,11,53,27,26,24,10
Kolkata,2022-10-15,10,3.16,5,57,23,13,32,40,14
Kolkata,2022-10-16,105,1.32,11,58,44,22,50,48,50
Kolkata,2022-10-17,30,0.91,42,18,47,13,22,35,17
Kolkata,2022-10-18,38,2.22,12,11,101,26,16,63,4
Kolkata,2022-10-19,73,2.83,18,23,26,67,43,162,7
Kolkata,2022-10-20,37,2.14,27,30,60,29,5,169,14
Kolkata,2022-10-21,95,1.59,62,15,34,5,11,88,30
Kolkata,2022-10-22,19,0.15,29,66,71,16,35,59,15
Kolkata,2022-10-23,92,0.78,19,107,19,34,15,68,7
Kolkata,2022-10-24,92,3.84,22,50,20,8,83,40,16
Kolkata,2022-10-25,16,2.27,24,22,129,10,94,30,19
Kolkata,2022-10-26,139,0.47,21,89,71,16,38,117,16
Kolkata,2022-10-27,27,0.82,43,59,50,10,49,17,17
Kolkata,2022-10-28,89,5.87,25,69,29,7,15,105,19
Kolkata,2022-10-29,96,2.79,32,28,17,7,40,35,7
Kolkata,2022-10-30,72,0.75,55,35,129,23,150,61,15
Kolkata,2022-10-31,83,0.63,17,27,146,11,32,54,10
Kolkata,2022-11-01,65,2.1,23,58,103,5,93,79,21
Kolkata,2022-11-02,53,0.1,109,17,48,21,89,27,16
Kolkata,2022-11-03,21,2.31,26,45,27,4,95,20,6
Kolkata,2022-11-04,54,0.1,58,31,10,9,70,15,5
Kolkata,2022-11-05,42,6.35,24,37,36,15,11,43,11
Kolkata,2022-11-06,43,1.5,63,74,13,23,40,60,11
Kolkata,2022-11-07,89,4.86,22,19,59,2,51,51,9
Kolkata,2022-11-08,109,1.22,30,86,86,7,20,30,8
Kolkata,2022-11-09,146,0.17,8,71,123,31,45,15,3
Kolkata,2022-11-10,96,3.51,21,11,72,24,52,88,29
Kolkata,2022-11-11,65,5.23,9,95,11,4,18,130,9
Kolkata,2022-11-12,29,0.27,11,15,49,9,5,250,1
Kolkata,2022-11-13,20,1.89,43,12,67,23,19,80,11
Kolkata,2022-11-14,113,2.4,65,11,48,20,35,82,19
Kolkata,2022-11-15,30,2.43,9,26,48,20,39,74,19
Kolkata,2022-11-16,79,2.11,66,9,10,19,40,56,9
Kolkata,2022-11-17,100,1.3,11,8,90,10,33,27,8
Kolkata,2022-11-18,118,0.35,26,35,10,16,16,207,6
Kolkata,2022-11-19,142,3.81,29,11,78,42,100,63,7
Kolkata,2022-11-20,51,6.02,33,8,15,17,55,40,44
Kolkata,2022-11-21,102,2.23,19,18,16,28,15,67,4
Kolkata,2022-11-22,37,2.87,24,12,95,3,9,120,28
Kolkata,2022-11-23,137,2.59,10,32,49,13,47,103,12
Kolkata,2022-11-24,34,0.45,38,37,79,26,75,55,39
Kolkata,2022-11-25,150,3.72,44,70,106,14,77,69,24
Kolkata,2022-11-26,125,1.22,44,39,95,83,150,73,32
Kolkata,2022-11-27,200,0.13,20,60,77,81,85,59,17
Kolkata,2022-11-28,59,0.29,10,57,66,16,17,41,50
Kolkata,2022-11-29,52,1.18,6,59,33,34,56,16,23
Kolkata,2022-11-30,76,2.81,58,78,18,5,68,104,6
Kolkata,2022-12-01,136,0.93,27,5,31,13,5,132,36
Kolkata,2022-12-02,158,1.18,10,25,39,5,43,25,15
Kolkata,2022-12-03,60,1.16,43,74,43,16,48,10,10
Kolkata,2022-12-04,50,8.02,70,150,14,20,12,25,16
Kolkata,2022-12-05,79,6.08,31,16,53,45,60,14,45
Kolkata,2022-12-06,42,3.37,12,75,54,17,26,45,12
Kolkata,2022-12-07,117,1.9,47,31,126,21,44,130,8
Kolkata,2022-12-08,119,0.1,14,17,135,64,44,38,22
Kolkata,2022-12-09,97,0.21,53,41,51,8,24,52,23
Kolkata,2022-12-10,66,0.1,90,40,15,16,59,49,7
Kolkata,2022-12-11,76,2.04,18,59,29,3,19,122,22
Kolkata,2022-12-12,21,4.58,58,92,77,9,74,52,9
Kolkata,2022-12-13,88,3.37,40,62,58,19,16,86,18
Kolkata,2022-12-14,124,1.4,28,66,76,15,36,105,29
Kolkata,2022-12-15,155,1.18,17,31,145,76,46,60,50
Kolkata,2022-12-16,181,2.79,53,38,68,4,72,37,45
Kolkata,2022-12-17,14,2.27,19,47,56,11,41,57,18
Kolkata,2022-12-18,78,0.33,68,56,38,33,23,40,3
Kolkata,2022-12-19,122,3.96,37,21,25,29,28,-200,3
Kolkata,2022-12-20,44,1.32,64,52,90,16,20,122,1
Kolkata,2022-12-21,101,0.8,52,32,180,21,54,32,50
Kolkata,2022-12-22,108,2.06,25,45,82,13,51,13,5
Kolkata,2022-12-23,108,0.36,90,7,33,7,28,67,14
Kolkata,2022-12-24,10,0.95,7,15,36,11,27,60,13
Kolkata,2022-12-25,195,1.33,106,46,31,16,47,29,21
Kolkata,2022-12-26,89,0.28,94,19,130,26,21,108,11
Kolkata,2022-12-27,92,1.89,18,87,180,9,74,68,30
Kolkata,2022-12-28,116,2.14,28,150,62,41,22,182,17
Kolkata,2022-12-29,38,2.12,24,49,59,20,41,27,18
Kolkata,2022-12-30,79,0.4,47,47,33,33,79,84,9
Kolkata,2022-12-31,208,0.66,32,55,10,23,70,53,24
Kolkata,2023-01-01,131,2.88,61,44,40,7,57,219,9
Kolkata,2023-01-02,145,0.43,100,26,114,6,82,12,2
Kolkata,2023-01-03,58,1.03,49,51,117,21,16,78,28
Kolkata,2023-01-04,131,0.59,48,77,58,47,10,147,38
Kolkata,2023-01-05,106,1.95,43,67,180,20,38,24,49
Kolkata,2023-01-06,133,8.96,26,48,104,25,57,29,8
Kolkata,2023-01-07,177,0.61,21,22,10,47,28,202,10
Kolkata,2023-01-08,41,2.88,17,48,180,61,83,206,17
Kolkata,2023-01-09,85,0.42,73,46,28,1,18,103,9
Kolkata,2023-01-10,159,2.13,10,21,174,46,44,74,9
Kolkata,2023-01-11,182,3.07,83,42,52,15,53,11,18
Kolkata,2023-01-12,169,0.83,40,78,79,28,44,130,16
Kolkata,2023-01-13,59,1.06,89,81,10,30,5,22,26
Kolkata,2023-01-14,189,0.89,135,143,12,77,78,138,11
Kolkata,2023-01-15,143,3.07,49,69,98,24,37,79,43
Kolkata,2023-01-16,167,8.25,78,67,27,15,82,168,40
Kolkata,2023-01-17,123,9.19,44,54,15,9,69,59,2
Kolkata,2023-01-18,126,1.57,16,19,15,13,5,32,31
Kolkata,2023-01-19,139,9.01,77,70,10,19,32,29,4
Kolkata,2023-01-20,151,0.3,35,17,13,45,72,122,31
Kolkata,2023-01-21,154,1.18,54,29,96,26,20,73,45
Kolkata,2023-01-22,134,5.35,50,18,30,27,38,57,7
Kolkata,2023-01-23,68,0.28,8,32,54,23,101,10,50
Kolkata,2023-01-24,156,2.63,39,22,42,39,23,125,19
Kolkata,2023-01-25,116,1.21,59,17,47,22,68,160,6
Kolkata,2023-01-26,118,1.3,11,49,86,17,100,104,26
Kolkata,2023-01-27,126,0.61,58,118,71,17,150,84,17
Kolkata,2023-01-28,153,2.84,6,15,10,3,18,51,13
Kolkata,2023-01-29,112,3.25,47,35,81,59,150,199,50
Kolkata,2023-01-30,114,3.92,6,43,24,23,13,81,10
Kolkata,2023-01-31,72,2.01,82,55,62,45,58,135,17
Kolkata,2023-02-01,166,5.61,7,43,76,17,40,141,38
Kolkata,2023-02-02,136,3.46,93,18,50,20,105,107,50
Kolkata,2023-02-03,26,1.44,47,50,10,12,17,106,45
Kolkata,2023-02-04,99,0.46,13,15,180,14,5,46,4
Kolkata,2023-02-05,125,0.58,36,37,15,23,37,68,13
Kolkata,2023-02-06,164,0.39,74,15,99,51,150,85,13
Kolkata,2023-02-07,171,6.51,26,108,57,13,48,61,15
Kolkata,2023-02-08,10,0.1,77,102,88,37,20,10,23
Kolkata,2023-02-09,113,7.26,43,5,103,11,16,238,50
Kolkata,2023-02-10,10,0.34,20,38,154,43,11,81,15
Kolkata,2023-02-11,105,3.45,22,39,101,21,42,132,27
Kolkata,2023-02-12,172,10.99,17,51,62,22,34,197,13
Kolkata,2023-02-13,194,0.52,132,18,16,2,98,166,7
Kolkata,2023-02-14,174,4.2,19,53,130,34,21,83,15
Kolkata,2023-02-15,174,6.89,51,67,27,10,52,148,50
Kolkata,2023-02-16,14,4.24,40,105,105,33,93,30,34
Kolkata,2023-02-17,194,0.51,13,68,114,48,6,46,1
Kolkata,2023-02-18,215,3.39,29,20,23,16,99,34,50
Kolkata,2023-02-19,36,5.91,160,32,180,66,120,74,6
Kolkata,2023-02-20,143,1.33,19,134,76,27,24,55,32
Kolkata,2023-02-21,153,3.34,69,97,130,9,66,105,5
Kolkata,2023-02-22,161,2.61,100,78,17,13,60,33,33
Kolkata,2023-02-23,131,10.2,77,43,85,15,150,80,6
Kolkata,2023-02-24,200,1.86,31,109,53,11,47,24,16
Kolkata,2023-02-25,187,0.96,57,60,52,70,55,45,39
Kolkata,2023-02-26,166,0.62,19,123,78,34,116,22,11
Kolkata,2023-02-27,216,2.97,19,55,179,10,5,26,21
Kolkata,2023-02-28,116,1.44,31,38,32,19,67,139,32
Kolkata,2023-03-01,104,2.2,34,101,125,90,37,25,23
Kolkata,2023-03-02,170,0.39,79,35,82,45,49,69,30
Kolkata,2023-03-03,10,2.46,32,150,90,100,56,186,15
Kolkata,2023-03-04,112,0.1,23,118,31,4,97,34,39
Kolkata,2023-03-05,116,0.1,200,150,180,10,49,13,31
Kolkata,2023-03-06,67,3.22,43,5,10,13,27,216,16
Kolkata,2023-03-07,172,0.94,6,70,83,47,58,250,16
Kolkata,2023-03-08,72,9.07,74,71,32,43,108,111,25
Kolkata,2023-03-09,39,2.7,31,24,110,7,14,32,11
Kolkata,2023-03-10,57,7.26,29,43,138,12,26,126,38
Kolkata,2023-03-11,141,0.56,63,8,129,26,77,99,15
Kolkata,2023-03-12,159,0.35,25,150,16,50,63,82,11
Kolkata,2023-03-13,158,5.4,40,11,110,37,22,172,44
Kolkata,2023-03-14,53,1.89,56,97,17,3,40,52,21
Kolkata,2023-03-15,247,1.16,74,30,80,29,98,152,21
Kolkata,2023-03-16,174,2.07,91,90,37,15,10,43,12
Kolkata,2023-03-17,10,4.9,15,16,48,30,25,227,8
Kolkata,2023-03-18,10,0.74,38,95,46,20,150,151,26
Kolkata,2023-03-19,130,1.19,4,130,67,7,75,155,15
Kolkata,2023-03-20,92,0.21,35,27,24,25,90,250,21
Kolkata,2023-03-21,238,8.44,14,97,49,100,27,97,4
Kolkata,2023-03-22,100,0.73,83,94,81,49,45,245,3
Kolkata,2023-03-23,146,0.59,8,20,42,20,45,76,12
Kolkata,2023-03-24,132,2.63,12,102,108,81,68,124,32
Kolkata,2023-03-25,73,1.25,47,37,86,38,84,122,33
Kolkata,2023-03-26,107,2.46,59,57,154,21,11,44,7
Kolkata,2023-03-27,155,0.93,76,17,107,40,141,172,11
Kolkata,2023-03-28,107,0.94,32,142,180,39,12,72,50
Kolkata,2023-03-29,138,4.96,40,129,12,7,124,133,34
Kolkata,2023-03-30,10,1.94,24,81,24,38,18,19,31
Kolkata,2023-03-31,139,3.4,36,52,66,4,91,199,50
Kolkata,2023-04-01,153,0.25,9,99,76,32,22,114,40
Kolkata,2023-04-02,143,0.12,27,39,83,18,16,146,22
Kolkata,2023-04-03,144,0.67,23,18,33,17,33,74,44
Kolkata,2023-04-04,180,0.49,64,18,102,54,33,26,31
Kolkata,2023-04-05,179,5.0,40,100,70,11,50,91,21
Kolkata,2023-04-06,38,0.83,114,150,55,24,50,76,9
Kolkata,2023-04-07,185,5.44,73,49,58,23,84,82,17
Kolkata,2023-04-08,52,3.1,77,28,22,41,49,250,6
Kolkata,2023-04-09,93,0.61,61,52,77,30,8,96,36
Kolkata,2023-04-10,74,3.19,20,37,21,11,51,187,13
Kolkata,2023-04-11,245,1.77,25,96,35,35,132,125,19
Kolkata,2023-04-12,117,0.49,54,88,120,28,63,40,30
Kolkata,2023-04-13,82,0.22,46,41,171,28,132,79,50
Kolkata,2023-04-14,166,3.01,7,41,38,9,26,52,4
Kolkata,2023-04-15,120,1.72,57,150,160,23,50,123,19
Kolkata,2023-04-16,137,0.47,22,54,74,9,72,124,34
Kolkata,2023-04-17,85,0.36,110,41,25,70,21,102,13
Kolkata,2023-04-18,36,0.63,17,129,70,18,39,31,10
Kolkata,2023-04-19,185,2.38,48,53,58,5,45,143,13
Kolkata,2023-04-20,125,4.08,3,121,180,73,11,151,42
Kolkata,2023-04-21,129,2.49,30,100,72,13,78,177,38
Kolkata,2023-04-22,188,1.19,15,35,80,68,25,-200,3
Kolkata,2023-04-23,209,1.83,85,150,130,34,36,55,20
Kolkata,2023-04-24,103,1.02,64,102,32,53,64,64,47
Kolkata,2023-04-25,84,1.59,13,28,44,57,100,83,3
Kolkata,2023-04-26,87,3.27,129,97,10,2,85,200,8
Kolkata,2023-04-27,84,0.14,81,43,59,22,54,104,50
Kolkata,2023-04-28,106,6.97,35,20,74,57,26,38,43
Kolkata,2023-04-29,152,6.27,19,61,29,20,40,159,32
Kolkata,2023-04-30,198,2.09,30,76,13,12,15,143,50
Kolkata,2023-05-01,117,8.01,60,78,180,20,52,38,7
Kolkata,2023-05-02,174,3.27,22,32,93,21,80,135,24
Kolkata,2023-05-03,10,12.3,42,150,61,46,21,83,37
Kolkata,2023-05-04,77,0.8,38,54,35,16,20,10,9
Kolkata,2023-05-05,140,0.87,24,51,71,22,82,250,9
Kolkata,2023-05-06,191,0.91,21,70,21,33,35,57,24
Kolkata,2023-05-07,64,3.5,16,40,128,20,150,250,20
Kolkata,2023-05-08,232,10.81,18,54,78,40,12,89,49
Kolkata,2023-05-09,10,1.96,19,125,40,28,64,39,7
Kolkata,2023-05-10,113,10.6,81,59,24,45,18,104,18
Kolkata,2023-05-11,98,0.55,32,47,63,31,91,246,20
Kolkata,2023-05-12,178,3.19,42,40,80,7,20,26,24
Kolkata,2023-05-13,10,0.9,11,9,65,17,38,103,19
Kolkata,2023-05-14,103,1.59,5,69,10,29,150,116,11
Kolkata,2023-05-15,182,0.23,135,108,166,12,32,128,19
Kolkata,2023-05-16,66,7.87,58,85,50,9,31,55,22
Kolkata,2023-05-17,47,9.76,33,32,97,100,52,73,26
Kolkata,2023-05-18,169,2.64,1,48,117,5,52,150,50
Kolkata,2023-05-19,140,3.37,58,71,17,100,59,64,48
Kolkata,2023-05-20,78,9.65,54,39,32,25,51,70,50
Kolkata,2023-05-21,132,6.75,28,56,105,34,131,93,1
Kolkata,2023-05-22,132,3.21,43,102,10,37,82,87,34
Kolkata,2023-05-23,66,4.09,71,19,38,40,150,244,26
Kolkata,2023-05-24,27,6.35,23,39,10,9,87,233,43
Kolkata,2023-05-25,90,6.58,62,49,23,31,69,33,5
Kolkata,2023-05-26,91,0.39,89,87,44,12,44,26,23
Kolkata,2023-05-27,110,1.5,1,37,10,30,14,13,16
Kolkata,2023-05-28,99,1.14,46,16,160,41,118,63,8
Kolkata,2023-05-29,225,0.9,61,39,59,16,88,98,28
Kolkata,2023-05-30,58,1.63,32,56,12,32,47,137,41
Kolkata,2023-05-31,240,1.85,41,36,21,7,41,19,6
Kolkata,2023-06-01,116,11.75,25,21,45,42,58,149,16
Kolkata,2023-06-02,90,0.71,39,15,48,17,150,168,30
Kolkata,2023-06-03,142,0.72,105,65,30,11,76,112,26
Kolkata,2023-06-04,180,3.7,73,7,52,35,107,117,34
Kolkata,2023-06-05,51,1.61,8,62,40,35,24,47,33
Kolkata,2023-06-06,117,1.33,19,43,94,22,62,58,44
Kolkata,2023-06-07,106,2.06,22,130,61,34,26,99,29
Kolkata,2023-06-08,69,2.18,65,44,109,13,28,81,8
Kolkata,2023-06-09,126,1.82,46,54,64,9,11,69,3
Kolkata,2023-06-10,10,1.64,23,21,79,23,55,129,44
Kolkata,2023-06-11,155,0.33,39,20,129,8,78,177,25
Kolkata,2023-06-12,60,4.35,24,56,31,26,56,101,12
Kolkata,2023-06-13,113,6.52,40,10,38,24,56,186,23
Kolkata,2023-06-14,45,7.71,17,89,180,9,26,238,50
Kolkata,2023-06-15,145,3.74,22,18,35,17,32,15,8
Kolkata,2023-06-16,117,0.55,21,15,24,19,10,165,5
Kolkata,2023-06-17,148,0.22,112,14,21,19,28,135,15
Kolkata,2023-06-18,61,0.61,58,34,25,11,12,10,6
Kolkata,2023-06-19,97,8.45,25,10,26,34,59,70,6
Kolkata,2023-06-20,162,2.09,29,23,21,37,5,82,11
Kolkata,2023-06-21,169,0.25,136,23,111,28,47,16,11
Kolkata,2023-06-22,159,0.21,78,127,34,31,26,73,25
Kolkata,2023-06-23,81,0.1,49,37,52,5,23,40,50
Kolkata,2023-06-24,62,5.41,30,22,46,23,16,121,7
Kolkata,2023-06-25,23,4.3,33,148,10,6,68,32,19
Kolkata,2023-06-26,161,2.41,54,47,59,23,48,158,6
Kolkata,2023-06-27,38,3.44,48,24,150,25,117,106,13
Kolkata,2023-06-28,104,2.21,63,9,110,20,32,250,42
Kolkata,2023-06-29,59,0.24,40,17,76,74,106,88,21
Kolkata,2023-06-30,95,-200.0,117,78,37,23,43,32,19
Kolkata,2023-07-01,131,1.26,13,89,30,15,21,30,40
Kolkata,2023-07-02,178,1.24,19,92,13,16,12,244,40
Kolkata,2023-07-03,18,0.73,15,34,50,6,64,137,21
Kolkata,2023-07-04,115,0.99,17,32,62,26,38,128,24
Kolkata,2023-07-05,159,3.3,34,45,99,9,150,35,8
Kolkata,2023-07-06,155,0.63,48,71,58,9,114,127,10
Kolkata,2023-07-07,147,0.62,20,31,41,12,41,127,23
Kolkata,2023-07-08,137,8.36,38,5,180,47,48,24,27
Kolkata,2023-07-09,101,8.52,37,82,71,53,26,14,16
Kolkata,2023-07-10,80,1.07,46,20,37,31,31,130,8
Kolkata,2023-07-11,44,0.97,51,12,10,7,82,39,12
Kolkata,2023-07-12,137,5.17,61,72,84,12,41,19,12
Kolkata,2023-07-13,20,5.13,64,30,55,13,83,17,6
Kolkata,2023-07-14,101,1.89,33,85,63,22,20,139,14
Kolkata,2023-07-15,65,2.61,15,44,13,5,10,191,42
Kolkata,2023-07-16,55,2.68,38,67,69,7,19,75,4
Kolkata,2023-07-17,151,1.32,10,46,93,40,73,33,9
Kolkata,2023-07-18,113,3.39,49,63,86,28,45,35,20
Kolkata,2023-07-19,173,1.09,24,29,76,6,40,125,18
Kolkata,2023-07-20,102,2.14,3,32,21,6,33,-200,14
Kolkata,2023-07-21,137,9.09,47,24,34,3,126,27,18
Kolkata,2023-07-22,88,0.57,82,50,49,46,41,30,23
Kolkata,2023-07-23,34,2.08,13,28,17,15,5,66,22
Kolkata,2023-07-24,68,5.84,6,38,78,5,150,68,25
Kolkata,2023-07-25,205,0.5,39,19,28,39,62,119,23
Kolkata,2023-07-26,112,0.96,49,51,19,11,64,250,32
Kolkata,2023-07-27,168,2.43,7,84,83,24,23,81,29
Kolkata,2023-07-28,94,0.73,16,101,39,24,5,29,34
Kolkata,2023-07-29,140,7.34,40,6,27,66,36,106,8
Kolkata,2023-07-30,92,0.15,16,28,23,16,31,97,3
Kolkata,2023-07-31,36,0.1,29,14,19,54,55,49,8
Kolkata,2023-08-01,166,0.43,7,75,148,19,45,79,25
Kolkata,2023-08-02,101,4.0,37,19,10,36,11,153,13
Kolkata,2023-08-03,181,0.87,36,26,74,63,36,59,14
Kolkata,2023-08-04,69,0.89,34,50,168,13,99,79,23
Kolkata,2023-08-05,64,9.43,25,29,79,8,14,10,23
Kolkata,2023-08-06,36,3.34,28,10,47,18,21,76,9
Kolkata,2023-08-07,147,10.18,51,80,105,18,51,56,21
Kolkata,2023-08-08,90,0.1,31,102,10,21,38,33,22
Kolkata,2023-08-09,85,3.15,18,41,132,81,28,43,14
Kolkata,2023-08-10,22,0.1,24,5,23,25,14,67,11
Kolkata,2023-08-11,61,11.62,52,39,62,14,57,19,32
Kolkata,2023-08-12,10,0.42,2,23,35,13,14,163,13
Kolkata,2023-08-13,136,0.64,4,16,16,2,37,34,3
Kolkata,2023-08-14,51,1.8,41,91,29,9,22,28,8
Kolkata,2023-08-15,148,7.12,43,64,19,27,26,20,50
Kolkata,2023-08-16,99,0.41,71,73,10,7,49,40,19
Kolkata,2023-08-17,126,0.16,4,44,27,29,72,49,11
Kolkata,2023-08-18,98,0.18,43,121,145,37,84,48,10
Kolkata,2023-08-19,15,1.25,14,54,24,18,44,89,50
Kolkata,2023-08-20,85,1.17,42,27,16,10,27,73,46
Kolkata,2023-08-21,81,0.24,17,23,54,21,-200,47,24
Kolkata,2023-08-22,10,0.35,39,24,58,26,20,216,6
Kolkata,2023-08-23,136,1.97,23,67,10,25,30,80,21
Kolkata,2023-08-24,116,1.22,62,99,11,3,21,60,9
Kolkata,2023-08-25,120,2.46,69,-200,13,42,19,10,5
Kolkata,2023-08-26,118,0.99,40,34,33,5,21,13,21
Kolkata,2023-08-27,117,0.26,41,68,48,33,5,47,21
Kolkata,2023-08-28,57,2.48,22,30,44,7,27,96,4
Kolkata,2023-08-29,47,0.83,24,52,13,10,86,54,20
Kolkata,2023-08-30,120,1.51,27,11,35,26,50,32,7
Kolkata,2023-08-31,53,0.19,42,22,10,12,46,97,8
Kolkata,2023-09-01,77,1.14,23,28,34,23,59,42,5
Kolkata,2023-09-02,92,0.23,83,42,46,7,5,45,17
Kolkata,2023-09-03,130,2.88,27,7,18,19,34,82,6
Kolkata,2023-09-04,131,0.7,34,16,33,5,49,107,40
Kolkata,2023-09-05,75,1.86,29,36,85,9,24,60,26
Kolkata,2023-09-06,126,3.27,45,28,61,16,19,54,50
Kolkata,2023-09-07,50,2.58,14,31,79,3,50,32,21
Kolkata,2023-09-08,88,4.03,19,10,81,15,23,27,17
Kolkata,2023-09-09,113,0.34,24,18,92,6,26,101,10
Kolkata,2023-09-10,26,1.22,28,75,26,11,57,10,30
Kolkata,2023-09-11,54,2.15,5,27,62,12,10,95,11
Kolkata,2023-09-12,14,5.7,5,42,11,50,31,24,6
Kolkata,2023-09-13,78,0.65,64,19,33,20,24,13,13
Kolkata,2023-09-14,53,0.13,19,93,33,1,22,45,19
Kolkata,2023-09-15,84,3.35,28,39,67,4,104,35,5
Kolkata,2023-09-16,89,6.15,19,59,24,32,11,150,12
Kolkata,2023-09-17,129,0.1,8,52,64,13,5,78,9
Kolkata,2023-09-18,121,0.71,45,73,58,17,75,215,12
Kolkata,2023-09-19,120,2.18,13,12,23,8,48,32,5
Kolkata,2023-09-20,39,4.83,34,53,60,25,21,168,9
Kolkata,2023-09-21,55,0.69,39,23,25,12,32,96,2
Kolkata,2023-09-22,113,4.39,6,9,47,3,17,89,20
Kolkata,2023-09-23,113,1.23,13,24,11,12,8,219,17
Kolkata,2023-09-24,81,0.83,13,16,27,19,11,13,1
Kolkata,2023-09-25,90,0.38,20,21,15,10,66,23,18
Kolkata,2023-09-26,100,2.5,8,13,36,54,53,43,24
Kolkata,2023-09-27,10,0.1,20,5,42,25,17,28,11
Kolkata,2023-09-28,56,1.29,17,65,65,19,6,67,11
Kolkata,2023-09-29,10,1.36,15,23,93,29,21,129,22
Kolkata,2023-09-30,46,2.66,11,33,16,46,31,20,31
Kolkata,2023-10-01,10,0.27,26,27,11,41,18,27,21
Kolkata,2023-10-02,77,0.48,10,20,94,12,95,19,9
Kolkata,2023-10-03,47,3.86,37,109,39,18,19,12,10
Kolkata,2023-10-04,89,4.52,14,9,10,43,19,61,25
Kolkata,2023-10-05,120,1.87,14,39,53,28,38,54,5
Kolkata,2023-10-06,97,0.99,22,79,61,2,11,32,11
Kolkata,2023-10-07,154,2.2,39,16,67,17,-200,35,50
Kolkata,2023-10-08,131,1.29,35,21,68,4,81,116,17
Kolkata,2023-10-09,39,1.1,17,5,32,6,5,31,9
Kolkata,2023-10-10,28,0.87,28,61,50,14,27,37,8
Kolkata,2023-10-11,86,4.26,30,31,27,6,5,20,8
Kolkata,2023-10-12,61,2.05,108,57,49,24,112,25,37
Kolkata,2023-10-13,10,-200.0,19,11,10,38,23,33,10
Kolkata,2023-10-14,78,5.94,11,6,36,17,73,42,13
Kolkata,2023-10-15,37,0.17,9,40,65,32,34,22,2
Kolkata,2023-10-16,34,0.1,28,7,14,8,40,111,12
